file,condition,session,task_i,CH1,CH3,CH4,D1,D2,D3,artifacts,triage,CH1_z
trace_tier1_20260814_114935.jsonl,tier1,9,2,-25.70626,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,9,3,-25.64586,continue,POSITIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,9,4,-27.18122,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,9,5,-24.75198,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,9,6,-22.17311,stop,NEGATIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,9,7,-25.83533,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,9,8,-24.09785,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,9,9,-29.76384,continue,NEGATIVE,-1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,10,0,-26.71822,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,10,1,-30.1025,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,10,2,-25.70626,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,10,3,-25.64586,continue,POSITIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,10,4,-27.18122,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,10,5,-24.75198,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,10,6,-22.17311,stop,NEGATIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,10,7,-25.83533,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,10,8,-24.09785,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,10,9,-29.76384,continue,NEGATIVE,-1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,11,0,-26.71822,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,11,1,-30.1025,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,11,2,-25.70626,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,11,3,-25.64586,continue,POSITIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,11,4,-27.18122,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,11,5,-24.75198,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,11,6,-22.17311,stop,NEGATIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,11,7,-25.83533,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,11,8,-24.09785,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,11,9,-29.76384,continue,NEGATIVE,-1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,12,0,-26.71822,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,12,1,-30.1025,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,12,2,-25.70626,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,12,3,-25.64586,continue,POSITIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,12,4,-27.18122,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,12,5,-24.75198,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,12,6,-22.17311,stop,NEGATIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,12,7,-25.83533,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,12,8,-24.09785,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,12,9,-29.76384,continue,NEGATIVE,-1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,13,0,-26.71822,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,13,1,-30.1025,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,13,2,-25.70626,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,13,3,-25.64586,continue,POSITIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,13,4,-27.18122,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,13,5,-24.75198,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,13,6,-22.17311,stop,NEGATIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,13,7,-25.83533,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,13,8,-24.09785,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,13,9,-29.76384,continue,NEGATIVE,-1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,14,0,-26.71822,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,14,1,-30.1025,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,14,2,-25.70626,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,14,3,-25.64586,continue,POSITIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,14,4,-27.18122,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,14,5,-24.75198,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,14,6,-22.17311,stop,NEGATIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,14,7,-25.83533,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,14,8,-24.09785,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,14,9,-29.76384,continue,NEGATIVE,-1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,15,0,-26.71822,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,15,1,-30.1025,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,15,2,-25.70626,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,15,3,-25.64586,continue,POSITIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,15,4,-27.18122,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,15,5,-24.75198,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,15,6,-22.17311,stop,NEGATIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,15,7,-25.83533,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,15,8,-24.09785,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,15,9,-29.76384,continue,NEGATIVE,-1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,16,0,-26.71822,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,16,1,-30.1025,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,16,2,-25.70626,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,16,3,-25.64586,continue,POSITIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,16,4,-27.18122,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,16,5,-24.75198,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,16,6,-22.17311,stop,NEGATIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,16,7,-25.83533,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,16,8,-24.09785,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,16,9,-29.76384,continue,NEGATIVE,-1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,17,0,-26.71822,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,17,1,-30.1025,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,17,2,-25.70626,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,17,3,-25.64586,continue,POSITIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,17,4,-27.18122,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,17,5,-24.75198,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,17,6,-22.17311,stop,NEGATIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,17,7,-25.83533,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,17,8,-24.09785,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,17,9,-29.76384,continue,NEGATIVE,-1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,18,0,-26.71822,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,18,1,-30.1025,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,18,2,-25.70626,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,18,3,-25.64586,continue,POSITIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,18,4,-27.18122,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,18,5,-24.75198,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,18,6,-22.17311,stop,NEGATIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,18,7,-25.83533,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,18,8,-24.09785,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,18,9,-29.76384,continue,NEGATIVE,-1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,19,0,-26.71822,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,19,1,-30.1025,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,19,2,-25.70626,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,19,3,-25.64586,continue,POSITIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,19,4,-27.18122,continue,NEGATIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,19,5,-24.75198,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,19,6,-22.17311,stop,NEGATIVE,0,1,0,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,19,7,-25.83533,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,19,8,-24.09785,continue,POSITIVE,1,1,1,,baseline,
trace_tier1_20260814_114935.jsonl,tier1,19,9,-29.76384,continue,NEGATIVE,-1,1,1,,baseline,
